,county,state,min_confirmed_count,min_death_count,min_recovered_count,max_confirmed_count,max_death_count,max_recovered_count,median_confirmed_count,median_death_count,median_recovered_count,mean_confirmed_count,mean_death_count,mean_recovered_count,sum_confirmed_count,sum_death_count,sum_recovered_count,total_population,number_of_men,number_of_women,race_hispanic,race_white,race_black,race_native,race_asian,pacific,voting_age_citizens,census_income_average,census_income_margin,census_income_per_capita,census_income_per_capita_margin,census_poverty,census_child_poverty,professional_job_percentage,service_job_percentage,office_job_percentage,construction_job_percentage,production_job_percentage,commute_drive_percentage,commute_carpool_percentage,commute_transit_percentage,commute_walk_percentage,commute_other_percentage,commute_noneed_percentage,number_of_employed_people,employment_private_percentage,employment_public_percentage,employment_self_percentage,employment_family_percentage,unemployment_percentage,icu_beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed,diversity_index,diversity_black_race,diversity_native_race,diversity_asian_race,diversity_pacific_race,diversity_two_or_more_races,diversity_hispanic_race,diversity_white_race,democrat,republican,other,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,mortality_rate,min_mortality_rate,max_mortality_rate,change_in_mortality_rate,min_change_in_mortality_rate,max_change_in_mortality_rate
1887,Le Flore,OK,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.6842105263157895,0.05263157894736842,0.5789473684210527,13.0,1.0,11.0,49860.0,25028.0,24832.0,6.8,71.9,2.3,10.1,0.4,0.1,36569.0,39253.0,1159.0,20264.0,708.0,22.2,29.7,26.0,19.4,20.8,16.1,17.7,85.7,9.3,0.1,1.5,1.1,2.3,18689.0,74.3,18.9,6.4,0.4,6.9,4.0,49860.0,11673.0,23.4,2918.0,0.448921,2.3,13.0,0.6,0.1,5.8,6.8,72.5,3250.0,13362.0,609.0,4116222830.0,50024113.0,1589.283,19.314,52.91047619047619,49.08571428571428,56.887619047619054,45.16666666666668,10.79285714285715,96.15857142857142
1888,Le Sueur,MN,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.5454545454545454,0.045454545454545456,0.0,34.0,1.0,0.0,27810.0,14086.0,13724.0,5.7,91.7,0.8,0.2,0.4,0.0,20727.0,65500.0,2833.0,31135.0,855.0,8.8,11.9,31.9,14.9,20.0,13.7,19.4,82.3,9.2,0.4,2.8,0.6,4.7,14665.0,80.2,12.8,6.8,0.2,3.9,0.0,27810.0,6343.0,22.8,0.0,0.152102,0.6,0.4,0.7,0.0,1.0,5.6,91.9,4623.0,9182.0,1166.0,1162318477.0,64897214.0,448.774,25.057,32.03857142857142,29.223809523809525,35.13380952380952,-10.90857142857143,-32.19,25.65523809523809
1889,Lea,NM,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.875,0.0,0.0,15.0,0.0,0.0,69505.0,35804.0,33701.0,56.8,37.2,3.6,0.7,0.0,0.0,40774.0,59285.0,2560.0,24507.0,885.0,16.1,22.3,25.0,15.2,21.9,20.1,17.7,84.1,10.9,0.4,1.5,0.9,2.1,28672.0,79.2,15.4,5.4,0.1,6.2,8.0,69505.0,10775.0,15.5,1347.0,0.543478,4.3,1.9,0.6,0.1,1.5,54.3,39.9,3930.0,12495.0,1287.0,11373742011.0,8469170.0,4391.427,3.27,45.38333333333334,41.934761904761906,49.091428571428565,21.431904761904768,-6.218571428571427,58.07857142857142
1890,Leake,MS,0.0,0.0,0.0,19.0,1.0,0.0,9.0,0.0,0.0,8.186046511627907,0.13953488372093023,0.0,352.0,6.0,0.0,22936.0,11534.0,11402.0,4.4,47.4,41.9,5.8,0.2,0.0,16272.0,35578.0,2525.0,18825.0,1321.0,25.1,38.1,24.2,20.5,20.3,14.9,20.1,78.1,17.8,0.3,1.3,0.8,1.7,8855.0,75.7,18.5,5.8,0.0,9.2,0.0,22936.0,4515.0,19.7,0.0,0.590242,41.7,6.7,0.3,0.0,0.9,4.3,47.9,3584.0,4782.0,83.0,1509966829.0,6411187.0,583.001,2.475,54.01238095238095,49.30523809523809,58.98476190476191,32.45095238095237,-0.8138095238095223,86.61571428571426
1891,Leavenworth,KS,0.0,0.0,0.0,181.0,1.0,21.0,5.0,0.0,0.0,17.74074074074074,0.1111111111111111,1.8148148148148149,958.0,6.0,98.0,79359.0,42581.0,36778.0,6.8,79.2,8.4,0.4,1.5,0.0,59121.0,70022.0,2408.0,30170.0,975.0,9.0,12.6,37.8,19.0,21.7,10.2,11.4,81.4,11.0,0.3,2.1,1.8,3.3,34678.0,70.8,25.5,3.7,0.0,4.2,10.0,79359.0,15061.0,19.0,1506.0,0.354433,9.8,0.9,1.3,0.2,2.8,6.7,79.4,10209.0,17638.0,2454.0,1199524172.0,15035947.0,463.139,5.805,38.970952380952376,35.890952380952385,42.18571428571428,-6.549999999999998,-28.909523809523815,27.404285714285713
1892,Lebanon,PA,1.0,0.0,0.0,44.0,5.0,0.0,14.0,0.0,0.0,15.872727272727273,0.34545454545454546,0.0,873.0,19.0,0.0,137616.0,67390.0,70226.0,12.2,83.4,1.8,0.1,1.3,0.0,103979.0,57698.0,1688.0,27916.0,538.0,10.5,14.8,30.1,18.4,24.0,9.5,18.0,81.1,9.0,0.7,4.3,1.0,4.0,65970.0,82.4,11.1,6.3,0.2,5.8,18.0,137616.0,34280.0,24.9,1904.0,0.264284,3.1,0.3,1.3,0.0,1.4,10.9,85.0,18953.0,40525.0,2367.0,937138344.0,1727921.0,361.83099999999996,0.667,35.96761904761905,33.55714285714286,38.42523809523809,6.12333333333333,-17.73761904761905,40.71666666666666
1893,Lee,AL,0.0,-1.0,0.0,57.0,4.0,0.0,5.5,0.0,0.0,7.225806451612903,0.5,0.0,448.0,31.0,0.0,156597.0,77172.0,79425.0,3.7,67.6,22.9,0.1,3.8,0.0,117422.0,47564.0,1712.0,26170.0,938.0,22.0,24.0,41.0,16.6,22.7,7.1,12.6,84.7,8.1,0.8,1.9,1.0,3.5,71677.0,77.1,18.3,4.4,0.2,5.7,28.0,156597.0,24513.0,15.7,875.0,0.475562,23.5,0.4,3.1,0.1,1.5,3.9,68.3,21230.0,34617.0,3344.0,1573552337.0,21488937.0,607.552,8.297,45.46761904761905,42.28857142857142,48.769523809523804,3.1409523809523834,-18.09,36.77571428571429
1894,Lee,AR,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.2727272727272727,10.0,1.0,3.0,9614.0,5455.0,4159.0,1.4,40.7,56.9,0.1,0.1,0.0,7745.0,27901.0,4074.0,15610.0,1586.0,27.3,35.3,20.8,23.9,18.5,16.2,20.7,78.5,15.6,0.0,2.3,2.0,1.6,2842.0,66.9,23.0,10.1,0.0,15.3,0.0,9614.0,2289.0,23.8,0.0,0.533449,54.4,0.5,0.5,0.0,1.4,2.5,41.2,1735.0,1229.0,62.0,1560781751.0,43720910.0,602.621,16.881,50.649523809523814,45.71809523809523,56.06523809523809,6.888571428571426,-20.65809523809524,50.80428571428571
1895,Lee,FL,0.0,0.0,0.0,66.0,8.0,0.0,18.5,1.0,0.0,20.602941176470587,1.161764705882353,0.0,1401.0,79.0,0.0,700165.0,342731.0,357434.0,20.2,68.4,8.2,0.2,1.5,0.0,515732.0,52052.0,572.0,30233.0,442.0,14.9,24.9,30.4,21.7,27.7,11.8,8.3,79.9,9.7,0.8,1.0,2.9,5.6,287128.0,83.2,10.3,6.2,0.2,7.1,141.0,700165.0,239488.0,34.2,1698.0,0.467708,9.0,0.5,1.6,0.1,1.5,19.1,69.8,124908.0,191551.0,9961.0,2030766730.0,1109263864.0,784.0830000000001,428.289,29.573809523809523,28.038571428571426,31.129999999999995,-16.859523809523807,-31.130476190476184,4.177619047619047
1896,Lee,GA,1.0,0.0,0.0,56.0,5.0,0.0,4.0,0.0,0.0,6.490566037735849,0.4339622641509434,0.0,344.0,23.0,0.0,29216.0,14524.0,14692.0,2.7,72.8,19.5,0.0,2.5,0.1,21090.0,65018.0,3516.0,28061.0,1187.0,11.6,16.7,39.9,11.6,25.0,11.3,12.2,87.6,7.9,0.0,0.2,0.3,4.0,13503.0,70.1,24.1,5.6,0.3,7.1,0.0,29216.0,4964.0,17.0,0.0,0.415404,20.4,0.3,2.3,0.1,1.3,2.4,73.6,3170.0,10646.0,327.0,921722909.0,15318763.0,355.879,5.915,41.489999999999995,37.42571428571428,45.80857142857143,2.965238095238093,-22.95714285714286,47.979523809523826
1897,Lee,IA,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.2857142857142858,0.0,0.0,18.0,0.0,0.0,34785.0,17553.0,17232.0,3.5,91.0,2.5,0.1,0.6,0.0,27128.0,48266.0,2235.0,24408.0,770.0,16.3,24.5,24.9,20.0,20.1,11.1,23.9,84.8,6.8,0.5,2.3,2.5,3.1,16022.0,78.3,14.8,6.5,0.3,7.6,10.0,34785.0,9123.0,26.2,912.0,0.17113299999999998,3.2,0.3,0.6,0.0,1.9,3.4,90.9,6215.0,8803.0,1133.0,1340377291.0,55290807.0,517.523,21.348000000000003,43.65380952380952,40.200476190476195,47.37047619047619,18.774761904761903,-9.575238095238095,63.32285714285715
1898,Lee,IL,0.0,0.0,0.0,16.0,1.0,16.0,2.0,0.0,0.0,3.0833333333333335,0.041666666666666664,0.7916666666666666,74.0,1.0,19.0,34670.0,18375.0,16295.0,5.9,86.7,5.2,0.2,0.7,0.1,27211.0,58319.0,3414.0,28179.0,1205.0,11.8,14.8,31.5,17.8,22.9,9.9,17.9,83.8,8.5,0.5,1.9,1.2,4.2,15386.0,77.8,14.0,7.9,0.3,5.9,6.0,34670.0,8585.0,24.8,1431.0,0.233404,5.2,0.3,0.9,0.0,1.3,5.7,87.2,5528.0,8612.0,1349.0,1877371253.0,10599322.0,724.857,4.092,40.031904761904755,36.68333333333334,43.56428571428572,28.796666666666674,-3.9547619047619027,80.03285714285714
1899,Lee,KY,,,,,,,,,,,,,,,,6717.0,3375.0,3342.0,0.8,96.8,1.3,0.3,0.3,0.0,5300.0,23297.0,2291.0,16489.0,2535.0,32.7,43.8,29.9,12.4,21.7,13.5,22.5,81.0,9.4,0.0,3.5,5.6,0.5,1713.0,66.7,25.3,7.6,0.4,10.3,0.0,6717.0,1622.0,24.1,0.0,0.077885,1.8,0.3,0.1,0.0,1.0,0.9,96.0,444.0,2151.0,72.0,540937712.0,6215038.0,208.857,2.4,61.36952380952381,55.06857142857142,68.10333333333332,80.9895238095238,32.53190476190476,157.19904761904758
1900,Lee,MS,-1.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,2.4054054054054053,0.10810810810810811,0.0,89.0,4.0,0.0,84840.0,40635.0,44205.0,2.6,66.4,28.9,0.2,0.8,0.0,61874.0,45985.0,2140.0,23968.0,756.0,17.3,24.2,31.0,15.4,25.1,7.5,21.0,87.7,8.1,0.3,1.1,0.8,2.1,38185.0,83.2,12.1,4.7,0.1,6.3,42.0,84840.0,16183.0,19.1,385.0,0.46585,28.6,0.3,0.8,0.0,1.1,2.4,67.2,10029.0,22220.0,664.0,1165367719.0,8349354.0,449.95099999999996,3.2239999999999998,52.364761904761906,48.650000000000006,56.26476190476191,36.83428571428571,5.755238095238096,85.15238095238094
1901,Lee,NC,1.0,0.0,0.0,28.0,2.0,1.0,5.5,0.0,0.0,8.555555555555555,0.08333333333333333,0.027777777777777776,308.0,3.0,1.0,59805.0,29055.0,30750.0,19.3,58.2,18.9,0.7,1.0,0.0,40882.0,49272.0,2653.0,23613.0,900.0,17.5,25.6,29.9,17.1,21.0,11.4,20.5,84.4,11.1,0.3,0.9,0.5,2.7,26983.0,79.2,16.0,4.5,0.3,7.4,8.0,59805.0,12481.0,20.9,1560.0,0.582159,20.0,1.4,1.1,0.1,1.9,19.9,58.1,10469.0,13712.0,903.0,660580380.0,10752322.0,255.05200000000002,4.151,41.93380952380952,38.50238095238095,45.485238095238095,-4.823333333333333,-27.447142857142858,29.504285714285714
1902,Lee,SC,-1.0,0.0,0.0,31.0,2.0,0.0,3.0,0.0,0.0,3.761904761904762,0.2619047619047619,0.0,158.0,11.0,0.0,17897.0,9246.0,8651.0,2.3,32.6,62.6,0.4,0.0,0.0,14051.0,31963.0,2552.0,16972.0,1196.0,26.4,41.5,23.4,16.5,25.7,7.5,26.9,85.8,7.7,0.4,2.1,2.0,2.0,6005.0,79.5,14.2,6.1,0.2,9.0,0.0,17897.0,4150.0,23.2,0.0,0.487133,63.2,0.3,0.4,0.0,0.9,2.1,33.6,5199.0,2803.0,154.0,1062372381.0,2715077.0,410.184,1.048,52.77714285714286,47.72571428571428,58.06761904761904,11.552380952380952,-13.205714285714285,48.73809523809523
1903,Lee,TX,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.2,0.0,0.4,6.0,0.0,2.0,16850.0,8476.0,8374.0,23.2,63.7,11.0,0.0,0.9,0.0,12040.0,55741.0,4948.0,26740.0,1964.0,13.8,19.0,26.5,22.6,23.1,13.1,14.7,76.8,13.9,0.0,1.6,1.1,6.6,7894.0,72.2,15.7,11.7,0.4,4.5,0.0,16850.0,4236.0,25.1,0.0,0.522405,11.2,1.1,0.5,0.2,1.4,23.2,64.1,1372.0,4997.0,166.0,1629205100.0,13106452.0,629.04,5.06,39.08619047619048,35.33380952380952,43.17,4.616190476190475,-20.68095238095238,42.265714285714274
1904,Lee,VA,-1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.1111111111111112,0.0,0.0,10.0,0.0,0.0,24428.0,12792.0,11636.0,2.0,92.8,4.4,0.3,0.1,0.0,19641.0,32590.0,2972.0,18514.0,1372.0,26.2,35.8,29.6,20.1,21.2,13.4,15.8,86.6,8.6,0.2,1.7,0.8,2.1,7559.0,71.8,22.2,5.4,0.6,11.4,0.0,24428.0,6175.0,25.3,0.0,0.13308699999999998,4.0,0.4,0.3,0.0,0.8,1.8,93.0,1627.0,7543.0,229.0,1127988646.0,4896425.0,435.519,1.891,51.836190476190474,47.539047619047615,56.5142857142857,29.397619047619052,-0.4304761904761928,74.62952380952379
1905,Leelanau,MI,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,21564.0,10681.0,10883.0,4.2,90.2,0.5,2.5,0.7,0.0,17569.0,62646.0,2665.0,37061.0,1783.0,7.7,13.0,35.9,18.3,23.8,12.4,9.5,74.1,11.3,0.9,2.7,2.2,8.9,9734.0,76.9,10.9,11.4,0.8,6.3,0.0,21564.0,8279.0,38.4,0.0,0.17238900000000001,0.4,3.6,0.5,0.0,1.7,3.9,90.8,6774.0,7239.0,744.0,899207290.0,5659134006.0,347.186,2185.004,27.681904761904757,25.119047619047613,30.400952380952383,-10.577142857142855,-33.02380952380952,21.12285714285714
1906,Leflore,MS,1.0,0.0,0.0,16.0,3.0,0.0,3.0,0.0,0.0,4.0,0.44,0.0,200.0,22.0,0.0,30113.0,14013.0,16100.0,2.6,22.9,73.2,0.0,0.7,0.0,21394.0,25210.0,1912.0,15403.0,924.0,40.3,54.5,28.1,21.0,23.0,8.9,19.0,87.3,7.0,0.9,2.2,0.2,2.5,9106.0,74.4,18.5,6.9,0.2,12.0,9.0,30113.0,5674.0,18.8,630.0,0.41410399999999997,72.6,0.4,0.7,0.0,0.7,2.5,24.1,7787.0,3212.0,141.0,1536793533.0,33720363.0,593.359,13.02,56.5604761904762,52.16857142857142,61.32571428571429,39.314285714285724,6.053809523809518,90.75761904761904
1907,Lehigh,PA,1.0,0.0,0.0,220.0,16.0,0.0,49.0,1.0,0.0,58.30508474576271,2.3559322033898304,0.0,3440.0,139.0,0.0,360774.0,176067.0,184707.0,22.8,66.5,5.4,0.1,3.3,0.0,263430.0,60116.0,820.0,30988.0,540.0,13.3,20.4,35.1,16.6,24.7,7.1,16.6,80.6,9.6,2.1,2.3,0.9,4.5,174705.0,87.9,7.8,4.2,0.1,7.0,143.0,360774.0,80015.0,22.2,560.0,0.471196,8.2,0.8,3.4,0.1,2.3,20.7,69.1,81324.0,73690.0,5979.0,894010231.0,7898582.0,345.17900000000003,3.05,37.051428571428566,34.77809523809523,39.31714285714285,24.8952380952381,0.5223809523809503,59.15619047619049
1908,Lemhi,ID,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7755.0,3906.0,3849.0,3.2,93.3,0.2,0.6,0.2,0.0,6298.0,36031.0,1713.0,22489.0,1488.0,17.1,25.8,30.7,16.6,26.6,14.5,11.6,72.0,12.6,0.1,4.9,3.3,7.1,3109.0,65.1,20.9,13.5,0.5,4.4,0.0,7755.0,2895.0,37.3,0.0,0.11881300000000002,0.4,1.0,0.5,0.0,1.9,2.9,93.8,733.0,3011.0,352.0,11819140606.0,13957997.0,4563.396,5.388999999999999,37.08952380952381,33.27904761904762,41.42476190476191,4.868095238095238,-22.443809523809527,45.537142857142854
1909,Lenawee,MI,1.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,3.116279069767442,0.06976744186046512,0.0,134.0,3.0,0.0,98585.0,49929.0,48656.0,7.8,87.0,2.4,0.3,0.3,0.1,76189.0,51339.0,1406.0,25649.0,616.0,13.7,20.0,28.4,18.5,23.4,9.8,19.8,83.0,9.9,0.3,2.7,1.0,3.1,44355.0,82.5,12.0,5.4,0.1,5.9,0.0,98585.0,23897.0,24.2,0.0,0.230725,2.8,0.6,0.6,0.0,1.9,7.7,87.3,16750.0,26430.0,2759.0,1941350734.0,30688197.0,749.56,11.849,40.25571428571428,37.600952380952386,43.048571428571435,15.420476190476192,-11.677142857142858,58.34095238095239
1910,Lenoir,NC,0.0,0.0,0.0,14.0,1.0,0.0,3.0,0.0,0.0,3.972972972972973,0.13513513513513514,0.0,147.0,5.0,0.0,57934.0,27701.0,30233.0,7.5,49.7,38.7,0.4,0.6,0.0,42881.0,37515.0,1768.0,21594.0,1311.0,22.3,34.8,28.0,21.8,20.1,11.5,18.6,78.4,16.4,0.2,2.5,0.9,1.6,23873.0,74.8,18.5,6.4,0.2,11.6,14.0,57934.0,14708.0,25.4,1051.0,0.5714319999999999,40.9,0.6,0.7,0.2,1.1,7.1,50.6,12634.0,13613.0,560.0,1033630023.0,5900300.0,399.087,2.278,48.44904761904762,45.04190476190475,52.18190476190475,6.108571428571431,-15.77095238095238,38.18047619047619
1911,Leon,FL,0.0,0.0,0.0,30.0,1.0,0.0,4.0,0.0,0.0,5.52,0.12,0.0,276.0,6.0,0.0,285890.0,135980.0,149910.0,6.1,57.2,30.7,0.2,3.3,0.0,223032.0,49941.0,922.0,28548.0,568.0,20.5,18.8,45.1,18.2,26.4,5.2,5.1,80.7,9.4,1.6,2.4,2.0,3.9,143570.0,64.8,31.3,3.8,0.1,8.8,60.0,285890.0,49057.0,17.2,818.0,0.559992,31.4,0.3,3.1,0.1,2.1,6.0,58.0,92068.0,53821.0,6243.0,1727171525.0,90453994.0,666.865,34.924,36.95809523809524,34.420952380952386,39.58238095238095,-1.352857142857142,-23.081428571428575,36.5447619047619
1912,Leon,TX,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.9,0.0,0.4,9.0,0.0,4.0,16966.0,8485.0,8481.0,14.2,76.5,7.2,0.6,0.7,0.2,12404.0,44875.0,4612.0,27096.0,3287.0,16.3,27.0,26.9,18.8,18.3,19.3,16.7,76.3,9.8,0.0,4.1,4.9,5.0,6574.0,68.6,16.0,15.0,0.4,7.1,0.0,16966.0,5181.0,30.5,0.0,0.386204,7.5,0.7,0.8,0.0,1.3,14.0,76.7,909.0,6391.0,139.0,2779462016.0,19328383.0,1073.156,7.462999999999999,44.78809523809524,40.66428571428571,49.16142857142859,12.406666666666668,-15.244761904761905,51.51142857142858
1913,Leslie,KY,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,6.0,0.0,0.0,10648.0,5325.0,5323.0,0.6,97.8,0.1,0.0,0.4,0.0,8331.0,27861.0,7257.0,15112.0,1478.0,34.5,37.2,29.3,21.0,19.5,14.5,15.8,85.9,9.0,1.8,1.9,0.6,0.9,2774.0,69.5,26.2,4.3,0.0,14.6,0.0,10648.0,2421.0,22.7,0.0,0.035581,0.4,0.1,0.2,0.0,0.7,0.5,98.2,400.0,4015.0,77.0,1038181754.0,9331182.0,400.844,3.603,63.668571428571425,57.21238095238094,70.6347619047619,87.03333333333332,37.3847619047619,167.8361904761905
1914,Letcher,KY,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.25,0.0,0.0,5.0,0.0,0.0,23011.0,11267.0,11744.0,0.7,97.7,0.3,0.2,0.2,0.0,17967.0,30293.0,2697.0,18085.0,1311.0,30.5,42.6,35.3,15.9,22.1,13.5,13.2,84.1,9.1,0.7,1.6,0.7,3.8,7058.0,75.3,19.8,4.6,0.3,12.2,6.0,23011.0,5498.0,23.9,916.0,0.041441000000000006,0.5,0.2,0.2,0.0,0.6,0.7,97.9,1542.0,7293.0,299.0,875193084.0,2898572.0,337.914,1.119,59.83190476190477,54.854761904761894,65.1847619047619,53.51190476190477,15.973333333333336,115.46857142857141
1915,Levy,FL,1.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,1.6,0.0,0.26666666666666666,24.0,0.0,4.0,39713.0,19415.0,20298.0,8.0,80.3,8.7,0.2,0.6,0.0,30999.0,36554.0,1796.0,21043.0,1582.0,21.9,35.6,23.3,23.7,24.4,16.9,11.6,80.6,10.9,0.0,1.5,1.1,5.9,14623.0,72.3,18.0,9.5,0.2,8.5,0.0,39713.0,12422.0,31.3,0.0,0.339323,9.7,0.6,0.7,0.1,1.7,7.8,80.3,5101.0,13775.0,519.0,2896206271.0,762912636.0,1118.232,294.562,46.66523809523809,42.87571428571429,50.850952380952386,8.375714285714286,-15.723809523809523,45.519999999999996
1916,Lewis,ID,,,,,,,,,,,,,,,,3824.0,1918.0,1906.0,4.3,85.6,0.1,6.8,0.8,0.0,2893.0,40313.0,2276.0,23285.0,1547.0,15.3,19.6,31.6,20.8,18.6,14.4,14.6,72.5,10.0,0.1,8.5,2.5,6.3,1524.0,61.8,26.5,11.0,0.7,5.9,0.0,3824.0,1252.0,32.7,0.0,0.24679299999999998,0.4,6.5,0.5,0.2,2.9,4.0,86.4,270.0,1202.0,118.0,1240257780.0,2444326.0,478.866,0.9440000000000001,36.640476190476186,31.618095238095233,42.27428571428571,-9.323809523809524,-35.96809523809524,35.045238095238105
1917,Lewis,KY,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,8.0,0.0,0.0,13565.0,6748.0,6817.0,0.2,97.9,0.4,0.8,0.1,0.0,10507.0,32054.0,3790.0,19346.0,1661.0,26.1,33.0,28.0,18.0,14.6,15.6,23.8,81.0,10.8,0.2,0.9,2.1,5.1,4561.0,73.1,14.2,12.8,0.0,7.0,0.0,13565.0,3211.0,23.7,0.0,0.039488999999999996,0.4,0.3,0.1,0.0,0.7,0.6,98.0,785.0,4363.0,150.0,1250540456.0,32492708.0,482.836,12.546,51.08904761904761,46.27809523809523,56.25238095238095,41.999523809523815,5.820476190476194,99.85190476190478
1918,Lewis,MO,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.75,0.25,0.0,7.0,1.0,0.0,10078.0,5081.0,4997.0,1.7,92.8,2.9,0.6,0.2,0.1,7702.0,47148.0,3577.0,22083.0,1467.0,15.2,20.0,23.6,20.0,19.8,13.0,23.5,74.8,10.7,0.5,4.1,1.2,8.7,4814.0,81.2,10.7,8.0,0.1,2.9,0.0,10078.0,2396.0,23.8,0.0,0.13712,3.4,0.4,0.3,0.1,1.5,1.7,92.8,934.0,3344.0,178.0,1308052630.0,14901559.0,505.042,5.754,42.94714285714286,38.81952380952381,47.41904761904762,13.193333333333337,-16.30809523809524,59.458095238095254
1919,Lewis,NY,0.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,1.1818181818181819,0.0,0.45454545454545453,13.0,0.0,5.0,26845.0,13525.0,13320.0,1.7,95.8,0.7,0.2,0.4,0.1,20343.0,51475.0,1907.0,25779.0,995.0,14.2,23.7,31.0,16.9,18.0,18.4,15.8,79.4,9.1,0.3,5.4,1.1,4.7,11838.0,66.2,23.1,10.1,0.6,7.6,6.0,26845.0,6305.0,23.5,1051.0,0.077944,0.9,0.3,0.3,0.1,1.0,1.6,96.0,3146.0,7400.0,779.0,3301307137.0,39612943.0,1274.642,15.295,34.79857142857143,31.71190476190477,38.15571428571428,0.9038095238095248,-24.474285714285717,42.53809523809523
1920,Lewis,TN,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,2.0,0.0,2.0,11944.0,5864.0,6080.0,2.2,93.5,1.2,0.0,2.7,0.0,9254.0,37092.0,2910.0,20099.0,1619.0,22.1,33.1,27.3,17.4,23.1,11.6,20.6,72.6,17.6,0.6,1.2,3.5,4.5,4772.0,77.4,11.6,11.0,0.0,4.0,0.0,11944.0,3517.0,29.4,0.0,0.12096900000000001,2.1,0.4,0.6,0.0,1.3,2.0,93.7,890.0,3585.0,147.0,730608072.0,1031592.0,282.089,0.39799999999999996,50.042380952380945,45.32333333333332,55.222857142857144,30.75047619047619,-3.551428571428572,85.27523809523811
1921,Lewis,WA,0.0,0.0,0.0,4.0,1.0,0.0,1.5,0.0,0.0,1.7,0.15,0.0,34.0,3.0,0.0,76012.0,37884.0,38128.0,9.8,84.2,0.5,0.6,1.2,0.1,57147.0,46387.0,1943.0,23853.0,840.0,16.0,20.1,26.4,19.9,23.8,12.3,17.6,78.2,12.6,0.7,2.5,0.7,5.2,29789.0,74.3,18.6,6.8,0.3,8.8,6.0,76012.0,20549.0,27.0,3425.0,0.26891,0.8,1.8,1.0,0.2,3.1,9.4,84.9,9654.0,21992.0,2503.0,6223242260.0,86862888.0,2402.8070000000002,33.538000000000004,40.85666666666666,37.906190476190474,43.913809523809526,4.318095238095237,-17.164285714285718,33.54238095238096
1922,Lewis,WV,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,16371.0,8198.0,8173.0,1.3,96.6,0.2,0.4,0.4,0.0,12782.0,39793.0,2441.0,21513.0,1151.0,19.8,30.6,24.3,19.2,25.3,16.4,14.8,83.4,8.5,0.0,1.9,3.8,2.5,6279.0,76.7,17.2,6.0,0.0,7.5,6.0,16371.0,4386.0,26.8,731.0,0.060780999999999995,0.6,0.2,0.4,0.0,1.1,0.9,96.9,1347.0,5274.0,307.0,1002071716.0,7108412.0,386.902,2.745,50.85380952380952,46.47,55.60142857142858,22.245238095238097,-6.973809523809523,66.12904761904763
1923,Lewis and Clark,MT,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.6,0.0,0.0,16.0,0.0,0.0,66290.0,32898.0,33392.0,3.1,91.7,0.3,1.8,0.6,0.1,51631.0,60789.0,2019.0,31252.0,862.0,11.4,14.1,45.2,16.3,22.8,8.6,7.2,77.5,9.8,0.4,4.4,2.1,5.9,34118.0,64.6,28.9,6.4,0.1,3.2,8.0,66290.0,16327.0,24.6,2041.0,0.155346,0.6,2.2,0.7,0.1,2.4,2.8,91.8,14478.0,16895.0,3105.0,8957583813.0,101077021.0,3458.5429999999997,39.025999999999996,37.44380952380953,34.51047619047618,40.43714285714285,6.708571428571431,-19.281428571428563,49.08047619047618
1924,Lexingt,VA,,,,,,,,,,,,,,,,7113.0,3982.0,3131.0,4.8,79.8,8.7,0.0,4.4,0.0,6479.0,37309.0,8201.0,16668.0,2867.0,21.4,18.0,48.0,16.0,23.5,4.1,8.5,52.8,3.3,0.0,36.2,2.0,5.8,2257.0,74.6,16.3,7.5,1.6,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,
