,county,state,min_confirmed_count,min_death_count,min_recovered_count,max_confirmed_count,max_death_count,max_recovered_count,median_confirmed_count,median_death_count,median_recovered_count,mean_confirmed_count,mean_death_count,mean_recovered_count,sum_confirmed_count,sum_death_count,sum_recovered_count,total_population,number_of_men,number_of_women,race_hispanic,race_white,race_black,race_native,race_asian,pacific,voting_age_citizens,census_income_average,census_income_margin,census_income_per_capita,census_income_per_capita_margin,census_poverty,census_child_poverty,professional_job_percentage,service_job_percentage,office_job_percentage,construction_job_percentage,production_job_percentage,commute_drive_percentage,commute_carpool_percentage,commute_transit_percentage,commute_walk_percentage,commute_other_percentage,commute_noneed_percentage,number_of_employed_people,employment_private_percentage,employment_public_percentage,employment_self_percentage,employment_family_percentage,unemployment_percentage,icu_beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed,diversity_index,diversity_black_race,diversity_native_race,diversity_asian_race,diversity_pacific_race,diversity_two_or_more_races,diversity_hispanic_race,diversity_white_race,democrat,republican,other,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,mortality_rate,min_mortality_rate,max_mortality_rate,change_in_mortality_rate,min_change_in_mortality_rate,max_change_in_mortality_rate
1925,Lexington,SC,0.0,0.0,0.0,44.0,3.0,0.0,7.0,0.0,0.0,9.089285714285714,0.4642857142857143,0.0,509.0,26.0,0.0,281870.0,137467.0,144403.0,5.8,75.6,14.4,0.3,1.7,0.1,207250.0,57482.0,1049.0,29311.0,440.0,12.8,18.7,37.0,15.0,25.8,10.3,12.0,83.9,8.9,0.2,0.7,2.4,3.9,136891.0,76.9,17.9,5.1,0.1,6.0,55.0,281870.0,59280.0,21.0,1078.0,0.394225,15.1,0.5,1.7,0.1,1.7,5.7,76.1,35230.0,80026.0,6837.0,1810553175.0,151957605.0,699.059,58.67100000000001,40.59333333333333,37.96190476190476,43.300476190476196,2.3123809523809538,-18.718095238095238,32.251428571428576
1926,Lexington,VA,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.25,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.0,766.0,185.0,,,,,,,,,,
1927,Lexington City,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7113.0,1303.0,18.3,0.0,,,,,,,,,,,,,,,,34.97428571428571,29.775238095238098,40.955238095238094,-19.51904761904762,-49.32714285714286,34.57714285714286
1928,Lexington city,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31561100000000003,9.7,0.3,2.3,0.1,2.1,4.0,82.0,,,,6467874.0,68429.0,2.497,0.026000000000000002,,,,,,
1929,Liberty,FL,1.0,0.0,0.0,82.0,0.0,0.0,2.0,0.0,0.0,18.09090909090909,0.0,0.0,199.0,0.0,0.0,8347.0,5216.0,3131.0,4.9,74.9,18.2,0.4,0.4,0.0,6673.0,36741.0,3554.0,16937.0,2102.0,17.8,16.2,24.8,27.0,21.6,12.9,13.7,76.4,9.8,5.6,0.4,4.6,3.2,2466.0,54.2,38.7,7.1,0.0,9.6,0.0,8347.0,1621.0,19.4,0.0,0.4376,19.1,1.3,0.4,0.0,1.5,6.5,72.2,651.0,2543.0,102.0,2164099097.0,19582444.0,835.563,7.561,45.91809523809523,40.61857142857143,51.91857142857142,13.553333333333333,-15.53,62.333333333333336
1930,Liberty,GA,-1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.6428571428571428,0.0,0.0,46.0,0.0,0.0,62120.0,31466.0,30654.0,12.5,40.3,40.0,0.4,2.1,0.5,43087.0,43493.0,1738.0,20966.0,838.0,16.6,21.7,27.9,23.0,24.5,9.5,15.1,82.8,9.8,0.5,3.8,2.0,1.1,22406.0,62.0,33.6,4.1,0.3,11.9,0.0,62120.0,7447.0,12.0,0.0,0.63442,40.9,0.8,2.4,0.5,4.3,11.6,42.7,9556.0,6134.0,453.0,1337285572.0,223252816.0,516.3290000000001,86.198,42.65904761904762,38.923333333333325,46.567619047619054,0.5857142857142847,-22.824761904761903,36.02761904761904
1931,Liberty,MT,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2245.0,1144.0,1101.0,0.9,98.6,0.0,0.0,0.0,0.0,1872.0,46641.0,7890.0,36525.0,12006.0,13.9,18.0,33.3,24.8,14.3,23.0,4.6,47.6,7.3,0.8,34.9,0.0,9.4,1129.0,69.1,14.3,8.6,8.0,1.9,0.0,2245.0,724.0,32.2,0.0,0.043358999999999995,0.1,0.3,0.1,0.0,1.1,0.5,97.8,206.0,698.0,57.0,3703660708.0,44389510.0,1429.991,17.139,30.60904761904763,25.931904761904757,36.07619047619047,-4.998095238095238,-35.717619047619046,46.97285714285714
1932,Liberty,TX,0.0,0.0,0.0,13.0,1.0,30.0,1.0,0.0,0.0,2.142857142857143,0.05714285714285714,1.0857142857142856,75.0,2.0,38.0,79884.0,39491.0,40393.0,21.9,65.8,10.0,0.3,0.6,0.0,55185.0,48344.0,3470.0,22153.0,988.0,16.2,21.5,24.7,14.9,22.0,18.1,20.3,88.9,6.5,0.3,1.0,1.2,2.2,28685.0,79.3,13.9,6.5,0.3,7.8,0.0,79884.0,14641.0,18.3,0.0,0.49331,10.9,1.0,0.7,0.1,1.5,19.7,67.5,4862.0,18892.0,513.0,3000343679.0,46378363.0,1158.4389999999999,17.907,52.68380952380951,48.948095238095235,56.59095238095239,27.533809523809527,-1.7438095238095233,70.38761904761905
1933,Licking,OH,0.0,0.0,0.0,15.0,2.0,59.0,3.0,0.0,0.0,3.68,0.14,1.8,184.0,7.0,90.0,170678.0,83575.0,87103.0,1.7,91.2,3.5,0.1,1.0,0.0,129195.0,59747.0,1621.0,29093.0,626.0,11.8,18.1,36.1,16.5,24.6,9.1,13.8,83.6,8.1,0.3,2.6,1.2,4.2,83030.0,81.4,13.1,5.5,0.1,5.9,38.0,170678.0,36737.0,21.5,967.0,0.155178,3.7,0.3,0.8,0.0,2.0,1.6,91.8,27376.0,51241.0,4144.0,1767343170.0,12918986.0,682.375,4.988,41.68857142857142,38.994285714285716,44.52952380952381,32.3547619047619,3.790952380952379,74.57047619047617
1934,Limestone,AL,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.1333333333333333,0.0,0.0,64.0,0.0,0.0,91695.0,45889.0,45806.0,5.8,77.2,13.1,0.7,1.2,0.0,68544.0,52831.0,2263.0,26685.0,1095.0,14.8,20.0,36.1,15.5,21.5,11.3,15.7,88.3,7.5,0.1,0.5,0.8,2.8,38944.0,77.3,16.3,6.2,0.2,7.1,10.0,91695.0,18399.0,20.1,1840.0,0.374819,13.2,0.8,1.4,0.2,2.0,5.8,77.7,9468.0,29067.0,1759.0,1450236460.0,122371613.0,559.939,47.248000000000005,42.88761904761905,39.744761904761894,46.27333333333333,10.373333333333335,-16.884285714285717,65.93095238095238
1935,Limestone,TX,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,1.0,0.06666666666666667,0.5333333333333333,15.0,1.0,8.0,23480.0,12071.0,11409.0,21.3,59.2,17.6,0.3,0.7,0.0,16469.0,40356.0,2445.0,21093.0,1333.0,20.7,33.5,27.3,22.1,19.8,12.4,18.4,83.1,10.9,0.0,1.3,1.0,3.6,8824.0,64.3,25.7,10.0,0.0,10.3,6.0,23480.0,5738.0,24.4,956.0,0.559616,18.0,1.1,0.5,0.1,1.4,20.4,60.5,1778.0,5796.0,165.0,2344685542.0,72197849.0,905.288,27.875999999999998,50.779523809523795,46.45809523809524,55.277619047619055,30.50428571428571,0.9400000000000004,74.00761904761906
1936,Lincoln,AR,-1.0,0.0,0.0,185.0,2.0,562.0,5.0,0.0,0.0,24.487179487179485,0.20512820512820512,22.0,955.0,8.0,858.0,13885.0,8643.0,5242.0,3.6,64.6,31.1,0.4,0.0,0.0,11170.0,38873.0,8291.0,13142.0,2035.0,17.9,22.2,25.6,22.3,19.5,14.2,18.4,83.3,12.5,0.0,1.3,0.3,2.7,3359.0,70.4,24.0,4.6,1.0,8.1,0.0,13885.0,2882.0,20.8,0.0,0.486708,30.1,0.4,0.3,0.0,1.3,3.6,64.9,1252.0,2455.0,119.0,1454438338.0,27514921.0,561.562,10.624,44.11523809523809,39.42714285714286,49.36380952380953,13.247619047619047,-16.30047619047619,57.71904761904763
1937,Lincoln,CO,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,3.0,0.0,0.0,5520.0,3522.0,1998.0,22.7,66.4,9.0,1.0,0.2,0.3,4226.0,44725.0,3719.0,14765.0,6474.0,14.0,15.1,37.0,22.4,23.6,9.4,7.6,72.3,11.6,0.0,5.1,2.0,9.0,1453.0,55.5,29.1,14.5,0.9,3.7,0.0,5520.0,1200.0,21.7,0.0,0.35134299999999996,5.5,1.1,0.9,0.1,1.4,12.8,79.3,409.0,1892.0,135.0,6676158690.0,22780366.0,2577.679,8.796,35.93000000000001,31.77714285714286,40.524761904761895,5.584761904761905,-23.47142857142857,46.86000000000001
1938,Lincoln,GA,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0909090909090908,0.0,0.0,12.0,0.0,0.0,7768.0,3651.0,4117.0,1.5,65.4,32.2,0.1,0.2,0.0,6225.0,37711.0,6081.0,24529.0,2859.0,23.0,38.0,20.5,19.3,22.3,18.5,19.4,85.9,8.0,0.2,0.6,1.8,3.5,3215.0,74.9,18.3,6.7,0.1,6.0,0.0,7768.0,2318.0,29.8,0.0,0.471384,31.5,0.4,0.5,0.0,1.0,1.5,65.5,1273.0,2759.0,70.0,544880787.0,121516946.0,210.38,46.918,47.03666666666667,41.70904761904762,52.87809523809524,-6.213809523809524,-29.483333333333338,31.302380952380958
1939,Lincoln,ID,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.6111111111111112,0.0,0.0,29.0,0.0,0.0,5296.0,2735.0,2561.0,29.8,67.3,0.0,0.5,0.2,0.0,3087.0,46383.0,3221.0,19095.0,1362.0,11.5,16.0,21.3,17.6,18.0,22.5,20.6,70.2,15.5,1.2,3.4,3.4,6.3,2379.0,75.4,14.3,10.2,0.1,3.1,0.0,5296.0,973.0,18.4,0.0,0.44687200000000005,0.5,1.6,0.5,0.1,1.4,28.4,68.7,360.0,1184.0,204.0,3111623322.0,11607293.0,1201.405,4.482,40.299523809523805,35.070476190476185,46.141904761904755,7.423333333333333,-25.482380952380954,57.891428571428584
1940,Lincoln,KS,,,,,,,,,,,,,,,,3121.0,1555.0,1566.0,3.0,95.7,0.7,0.1,0.0,0.0,2379.0,48693.0,6396.0,25667.0,2018.0,8.4,7.7,38.6,16.1,16.1,17.7,11.5,77.8,9.7,0.8,5.8,0.8,5.1,1494.0,61.8,25.3,12.9,0.0,6.0,0.0,3121.0,944.0,30.2,0.0,0.092922,0.3,0.6,0.3,0.0,1.2,2.4,95.2,215.0,1179.0,70.0,1863226676.0,2748359.0,719.3960000000001,1.061,38.00904761904762,33.35190476190476,43.28571428571428,17.379047619047626,-15.688095238095235,68.78761904761905
1941,Lincoln,KY,-1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.875,0.125,0.0,7.0,1.0,0.0,24413.0,11960.0,12453.0,1.6,94.3,2.2,0.2,0.0,0.0,18528.0,37930.0,2667.0,19351.0,1040.0,23.8,29.6,25.7,21.7,18.3,11.7,22.6,80.0,11.3,0.2,2.0,0.3,6.2,9547.0,72.7,15.7,11.6,0.1,8.7,0.0,24413.0,5718.0,23.4,0.0,0.105966,2.4,0.2,0.2,0.0,1.3,1.6,94.5,1865.0,7338.0,358.0,861773600.0,9315415.0,332.733,3.597,49.28380952380952,44.698571428571434,54.161428571428566,14.765238095238093,-12.761904761904765,59.99047619047619
1942,Lincoln,LA,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,2.7045454545454546,0.29545454545454547,0.0,119.0,13.0,0.0,47536.0,23206.0,24330.0,2.9,53.2,40.4,0.2,1.8,0.0,36487.0,34424.0,2465.0,21934.0,891.0,31.2,30.1,36.3,22.8,22.7,7.0,11.2,81.9,10.1,0.1,3.2,1.6,3.3,21219.0,69.8,24.7,5.6,0.0,8.8,17.0,47536.0,8335.0,17.5,490.0,0.5464760000000001,41.4,0.4,1.9,0.1,1.1,2.7,53.0,7107.0,10761.0,801.0,,,,,41.798095238095236,38.17857142857143,45.6152380952381,35.41000000000001,1.1085714285714243,89.49714285714286
1943,Lincoln,ME,-1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.6538461538461539,0.0,0.46153846153846156,17.0,0.0,12.0,34021.0,16599.0,17422.0,1.1,96.2,0.3,0.5,0.9,0.0,27877.0,54041.0,2895.0,31522.0,1223.0,11.8,16.2,34.5,19.7,19.1,15.6,11.0,76.8,10.4,0.6,3.3,1.8,7.0,16588.0,73.4,12.5,14.1,0.1,3.4,4.0,34021.0,11973.0,35.2,2993.0,0.066558,0.4,0.3,0.6,0.0,1.2,0.9,96.6,10241.0,9727.0,1535.0,1180626214.0,631362207.0,455.842,243.77,35.35428571428571,32.339999999999996,38.627142857142864,-11.238571428571428,-33.32190476190477,27.975238095238097
1944,Lincoln,MN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,5724.0,2882.0,2842.0,1.7,96.7,0.3,0.3,0.2,0.0,4402.0,51102.0,2841.0,28382.0,2058.0,11.4,14.0,35.2,16.3,19.1,17.1,12.2,73.1,10.1,0.1,5.8,0.4,10.6,2816.0,71.0,12.4,16.2,0.5,3.0,0.0,5724.0,1776.0,31.0,0.0,0.06259400000000001,0.1,0.2,0.4,0.1,0.6,1.8,96.8,860.0,1931.0,228.0,1390177657.0,30255244.0,536.751,11.682,35.5052380952381,31.609523809523807,39.86333333333333,-2.778095238095238,-28.219999999999995,35.62904761904762
1945,Lincoln,MO,0.0,0.0,0.0,26.0,1.0,27.0,2.0,0.0,0.0,3.814814814814815,0.037037037037037035,1.6296296296296295,103.0,1.0,44.0,54800.0,27365.0,27435.0,2.3,93.4,1.9,0.2,0.4,0.1,40200.0,58603.0,3325.0,24023.0,660.0,13.2,18.1,25.6,16.0,23.3,14.7,20.4,86.7,8.5,0.2,0.3,1.3,3.0,25119.0,84.6,10.0,5.2,0.2,6.3,4.0,54800.0,9951.0,18.2,2488.0,0.122699,2.0,0.4,0.4,0.0,1.7,2.2,93.6,5575.0,18159.0,1228.0,1622776606.0,36014760.0,626.558,13.905,43.24333333333333,39.73142857142857,47.00428571428572,34.38333333333333,-0.6790476190476186,93.59761904761906
1946,Lincoln,MS,0.0,0.0,0.0,25.0,2.0,0.0,3.0,0.0,0.0,4.590909090909091,0.4090909090909091,0.0,202.0,18.0,0.0,34542.0,16495.0,18047.0,1.1,67.2,30.8,0.0,0.7,0.0,25993.0,37308.0,4064.0,20627.0,1226.0,23.6,35.1,32.6,14.4,26.1,12.2,14.7,89.7,5.8,0.0,0.5,1.2,2.8,13056.0,80.1,13.0,6.8,0.1,7.5,5.0,34542.0,7781.0,22.5,1556.0,0.45662299999999995,30.7,0.2,0.4,0.0,0.8,1.2,67.0,4458.0,10550.0,185.0,1518055421.0,5309826.0,586.124,2.05,52.17619047619047,47.87333333333334,56.724761904761905,41.089999999999996,6.939523809523809,90.42809523809522
1947,Lincoln,MT,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.1666666666666667,0.16666666666666666,0.0,7.0,1.0,0.0,19249.0,9634.0,9615.0,2.7,93.2,0.1,1.0,0.4,0.0,15589.0,36934.0,2050.0,22483.0,1569.0,16.4,21.4,28.9,22.9,20.6,16.6,11.0,79.5,9.0,0.3,5.0,2.6,3.6,6529.0,67.8,18.3,13.3,0.6,9.9,0.0,19249.0,7031.0,36.5,0.0,0.12437000000000001,0.3,1.1,0.4,0.1,2.3,2.7,93.5,2041.0,6729.0,560.0,9356865944.0,161078674.0,3612.7059999999997,62.193000000000005,40.913809523809526,37.16190476190476,44.9,4.350476190476189,-23.86952380952381,60.45047619047618
1948,Lincoln,NC,0.0,0.0,0.0,4.0,0.0,18.0,2.0,0.0,0.0,1.875,0.0,0.75,45.0,0.0,18.0,80504.0,39867.0,40637.0,7.0,85.3,4.9,0.2,0.5,0.0,60830.0,50782.0,1291.0,27359.0,839.0,15.2,21.6,29.4,15.5,24.9,11.7,18.4,85.7,8.6,0.2,0.4,1.0,4.2,37100.0,83.3,11.3,5.2,0.2,7.9,10.0,80504.0,18644.0,23.2,1864.0,0.263906,5.8,0.4,0.6,0.0,1.3,7.0,85.3,9897.0,28806.0,1320.0,766277674.0,23376228.0,295.861,9.026,43.422380952380955,40.07999999999999,46.97428571428571,10.794285714285717,-12.600000000000001,42.3657142857143
1949,Lincoln,NE,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0476190476190474,0.047619047619047616,0.0,43.0,1.0,0.0,35569.0,17490.0,18079.0,8.2,88.4,0.9,0.2,0.6,0.0,26749.0,55875.0,2359.0,29687.0,1408.0,12.6,18.4,29.7,17.3,23.1,13.2,16.6,85.2,7.4,0.3,3.2,0.8,3.1,17442.0,80.2,14.2,5.5,0.1,2.7,19.0,35569.0,8746.0,24.6,460.0,0.201105,0.9,0.9,0.6,0.1,1.4,8.0,89.0,2913.0,12164.0,1054.0,6640892375.0,28630225.0,2564.063,11.054,37.40190476190477,34.28333333333333,40.723809523809514,13.296666666666667,-16.29619047619047,56.39761904761903
1950,Lincoln,NM,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,19497.0,9399.0,10098.0,31.9,63.4,0.6,1.6,0.5,0.0,15034.0,42145.0,4891.0,26820.0,2848.0,15.4,17.5,28.1,25.0,25.8,11.4,9.8,72.3,14.9,0.1,3.1,2.1,7.6,7057.0,63.4,21.4,14.3,0.9,5.2,4.0,19497.0,6880.0,35.3,1720.0,0.488307,0.9,3.5,0.5,0.2,1.5,31.3,64.2,2331.0,5896.0,675.0,12512530131.0,554701.0,4831.115,0.214,31.876666666666672,28.843333333333334,35.06333333333333,-4.457619047619048,-28.99095238095238,28.916190476190476
1951,Lincoln,NV,0.0,0.0,0.0,1.0,0.0,13.0,0.5,0.0,0.5,0.5,0.0,3.5,2.0,0.0,14.0,5203.0,2780.0,2423.0,8.7,83.7,2.6,3.2,1.0,0.0,4157.0,52971.0,6740.0,27218.0,7398.0,12.1,25.2,37.1,22.9,20.7,15.4,3.9,79.0,11.5,0.0,3.0,1.3,5.2,1793.0,45.1,48.6,6.0,0.3,9.3,0.0,5203.0,1418.0,27.3,0.0,0.263549,3.5,1.3,0.8,0.3,2.2,7.2,85.4,285.0,1671.0,176.0,27540342244.0,9802713.0,10633.386,3.785,43.30285714285714,38.178095238095246,48.8552380952381,7.089523809523808,-19.746666666666666,46.67809523809524
1952,Lincoln,OK,0.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.7777777777777778,18.0,2.0,14.0,34759.0,17278.0,17481.0,3.2,82.8,1.8,7.9,0.2,0.1,26102.0,47539.0,1904.0,23911.0,953.0,14.3,19.2,29.1,16.2,23.3,15.4,15.9,83.8,9.0,0.1,1.9,1.5,3.7,14416.0,72.4,18.3,9.1,0.2,5.9,0.0,34759.0,8429.0,24.2,0.0,0.292522,1.8,6.9,0.3,0.0,5.2,2.8,83.6,2430.0,10854.0,741.0,2466490648.0,34606636.0,952.317,13.362,48.394285714285715,44.4052380952381,52.600952380952386,55.323333333333345,17.66,110.60428571428574
1953,Lincoln,OR,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.7,0.0,0.5,7.0,0.0,5.0,47307.0,22779.0,24528.0,8.9,82.9,0.4,2.8,1.2,0.2,37758.0,43291.0,1854.0,25782.0,1021.0,18.4,30.4,27.4,27.7,24.2,9.2,11.5,72.4,13.0,1.3,5.0,1.5,6.8,18891.0,72.0,16.1,11.7,0.2,6.5,0.0,47307.0,17261.0,36.5,0.0,0.291103,0.7,3.9,1.3,0.2,3.7,8.3,83.6,12501.0,10039.0,2716.0,2539217125.0,554661512.0,980.3969999999999,214.15599999999998,39.42809523809524,36.28190476190476,42.68142857142856,5.882857142857142,-19.177142857142854,48.53428571428572
1954,Lincoln,SD,0.0,0.0,0.0,10.0,0.0,9.0,3.0,0.0,3.0,3.9411764705882355,0.0,2.9607843137254903,201.0,0.0,151.0,53147.0,26250.0,26897.0,1.9,93.6,1.0,0.5,1.1,0.0,37319.0,81849.0,2971.0,39404.0,1981.0,3.0,2.4,44.5,11.1,26.9,8.3,9.3,87.6,6.4,0.0,0.8,0.7,4.4,29254.0,85.0,9.4,5.4,0.2,2.1,0.0,53147.0,8390.0,15.8,0.0,0.117435,1.2,0.6,1.2,0.0,1.4,1.8,93.9,8076.0,15499.0,1656.0,1495182378.0,1179308.0,577.293,0.455,27.949047619047615,25.411904761904765,30.713333333333328,-11.755238095238095,-34.21952380952381,20.388095238095236
1955,Lincoln,TN,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.5,0.6666666666666666,0.0,0.625,16.0,0.0,15.0,33543.0,16488.0,17055.0,3.2,87.4,6.8,0.2,0.4,0.0,25753.0,42153.0,1540.0,24029.0,1517.0,16.9,24.5,26.5,13.1,22.5,11.8,26.1,84.7,11.1,0.4,0.8,0.8,2.2,14216.0,78.0,12.8,8.1,1.0,5.9,7.0,33543.0,8761.0,26.1,1252.0,0.228144,7.0,0.8,0.4,0.1,1.7,3.1,87.5,2554.0,10398.0,396.0,1477188735.0,971039.0,570.346,0.375,47.95380952380952,44.074285714285715,52.040476190476184,17.794761904761906,-10.942380952380953,94.43047619047618
1956,Lincoln,WA,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,2.0,0.0,1.0,10344.0,5264.0,5080.0,3.1,91.9,0.6,1.3,0.6,0.3,8036.0,49460.0,2270.0,26918.0,1378.0,13.7,23.2,37.8,19.0,19.2,16.3,7.6,70.3,8.6,0.2,7.2,2.2,11.5,4126.0,63.0,28.0,8.5,0.5,4.2,0.0,10344.0,3325.0,32.1,0.0,0.153527,0.3,2.0,0.6,0.1,2.5,2.9,91.9,1244.0,4108.0,361.0,5984258955.0,75428245.0,2310.535,29.123,34.85619047619047,31.31047619047619,38.585714285714275,0.9771428571428583,-24.840476190476195,40.135238095238094
1957,Lincoln,WI,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,27994.0,14053.0,13941.0,1.4,95.7,0.5,0.3,0.4,0.0,22427.0,54203.0,2674.0,28603.0,723.0,9.2,12.2,27.7,15.4,24.5,10.9,21.5,84.3,8.3,0.4,2.7,0.9,3.4,14327.0,81.5,11.6,6.6,0.3,4.0,0.0,27994.0,7702.0,27.5,0.0,0.07799,0.9,0.4,0.6,0.0,0.9,1.4,96.0,5370.0,8400.0,936.0,2276113184.0,72464441.0,878.812,27.979,37.65190476190475,34.42809523809523,41.12428571428572,1.109523809523807,-22.71,36.51285714285714
1958,Lincoln,WV,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,21241.0,10644.0,10597.0,0.6,98.0,0.5,0.2,0.2,0.0,16451.0,37075.0,4934.0,19321.0,1196.0,24.9,37.8,22.6,21.9,25.8,15.3,14.5,84.5,9.7,0.0,2.3,1.6,1.9,7139.0,77.3,20.5,2.2,0.0,7.3,0.0,21241.0,5184.0,24.4,0.0,0.035585000000000006,0.2,0.1,0.1,0.0,0.7,0.6,98.2,1459.0,5307.0,300.0,1131925075.0,4023478.0,437.039,1.5530000000000002,54.93142857142857,50.18857142857143,59.84428571428572,78.4852380952381,34.42761904761903,145.09047619047618
1959,Lincoln,WY,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.75,0.0,0.0,14.0,0.0,0.0,18791.0,9630.0,9161.0,4.5,92.5,0.3,0.3,0.3,0.0,13399.0,63756.0,4307.0,29516.0,1813.0,9.3,11.5,31.2,16.2,19.5,21.0,12.1,74.3,15.8,1.4,2.5,1.5,4.5,9124.0,73.9,18.2,7.6,0.3,6.0,0.0,18791.0,4254.0,22.6,0.0,0.143852,1.0,1.0,0.5,0.1,1.1,4.5,92.4,1105.0,6779.0,991.0,10557346540.0,49947392.0,4076.2140000000004,19.285,34.62904761904762,31.153333333333336,38.37714285714286,10.484761904761905,-20.193809523809527,56.44095238095238
1960,Lincoln Parish,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221806136.0,1897709.0,471.74199999999996,0.733,,,,,,
1961,Linn,IA,1.0,0.0,0.0,63.0,6.0,0.0,12.0,1.0,0.0,15.928571428571429,1.25,0.0,892.0,70.0,0.0,220008.0,108534.0,111474.0,3.1,87.0,4.8,0.1,2.3,0.1,163168.0,62702.0,1489.0,32786.0,684.0,9.5,11.4,38.6,15.2,24.4,8.7,13.0,84.8,8.3,0.7,1.9,1.0,3.2,117384.0,85.6,9.6,4.6,0.1,3.8,44.0,220008.0,45693.0,20.8,1038.0,0.213146,4.3,0.3,2.0,0.1,2.3,2.9,88.5,58935.0,48390.0,9773.0,1856758893.0,19699801.0,716.8989999999999,7.606,34.873333333333335,32.66428571428572,37.23571428571429,7.105714285714284,-16.25809523809524,43.30333333333334
1962,Linn,KS,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,6.0,9602.0,4793.0,4809.0,2.6,93.9,0.7,1.0,0.3,0.0,7366.0,46576.0,5145.0,25796.0,2103.0,17.4,18.9,24.7,16.3,22.8,19.1,17.1,84.1,10.2,0.3,1.2,0.7,3.5,4141.0,74.9,16.7,8.4,0.1,5.8,0.0,9602.0,2635.0,27.4,0.0,0.10798699999999999,0.7,0.8,0.3,0.1,1.5,2.3,94.4,736.0,3484.0,207.0,1538618894.0,31937036.0,594.064,12.331,41.73142857142857,37.46,46.48666666666667,20.61619047619048,-11.086666666666666,69.70666666666665
1963,Linn,MO,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.25,0.25,0.0,5.0,1.0,0.0,12248.0,5907.0,6341.0,2.1,95.1,0.4,0.2,0.3,0.1,9309.0,41652.0,2416.0,22361.0,996.0,16.5,26.5,26.3,18.4,23.4,13.0,18.9,79.9,11.8,0.0,2.5,1.9,4.0,5516.0,77.0,14.3,8.2,0.5,3.2,0.0,12248.0,3264.0,26.6,0.0,0.081624,0.8,0.3,0.3,0.0,1.3,1.9,95.8,1240.0,4088.0,259.0,1594303526.0,15053647.0,615.564,5.812,44.34714285714285,40.44999999999999,48.63333333333333,16.128095238095234,-13.33904761904762,67.19190476190477
